"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B4_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B4_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B5_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B5_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B5_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B5_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B6_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B6_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B6_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B6_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B7_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B7_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B7_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B7_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B8_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B8_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B8_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B8_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B9_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B9_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B9_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B9_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B10_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B10_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B10_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B10_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B11_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B11_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B11_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B11_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B12_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B12_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B12_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B12_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B13_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B13_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B13_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B13_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B14_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B14_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B14_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B14_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B15_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B15_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B15_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"B15_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C1_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C1_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C1_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C1_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C2_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C2_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C2_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C2_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C3_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C3_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C3_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C3_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C4_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C4_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C4_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C4_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C5_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C5_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C5_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C5_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C6_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C6_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C6_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C6_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C7_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C7_Rep2_neg"	"Rep2"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C7_Rep3_neg"	"Rep3"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C7_Rep4_neg"	"Rep4"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C8_Rep1_neg"	"Rep1"	""	""
"MPIMP.Group-1.Subject-001"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Col-0"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005148"	"rosette"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001201"	"Sample collection"	"C8_Rep2_neg"	"Rep2"	""	""
